0,2
1,1
2,1
3,4
4,3
5,1
6,2
7,3
8,1
9,2
10,2
11,1
12,1
13,3
14,1
15,1
16,1
17,2
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,2
26,1
27,1
28,1
29,1
30,1
31,2
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,2
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,2
68,1
69,1
70,1
71,1
72,2
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,1
81,1
82,2
83,1
84,1
85,2
86,1
87,1
88,1
89,1
90,2
91,1
92,1
93,1
94,1
95,1
96,1
97,2
98,1
99,1
100,1
101,1
102,1
103,2
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,2
116,1
117,1
118,1
119,1
120,1
121,2
122,1
123,1
124,1
125,1
126,2
127,1
128,1
129,2
130,1
131,1
132,1
133,2
134,1
135,1
136,1
137,1
138,1
139,2
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,2
163,1
164,1
165,2
166,3
167,1
168,2
169,2
170,1
171,2
172,2
173,1
174,1
175,2
176,1
177,1
178,1
179,2
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,2
188,1
189,1
190,1
191,1
192,1
193,2
194,1
195,1
196,1
197,1
198,3
199,2
200,2
201,3
202,3
203,2
204,3
205,4
206,2
207,2
208,3
209,1
210,2
211,4
212,2
213,1
214,1
215,2
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,2
230,1
231,1
232,1
233,1
234,2
235,1
236,1
237,2
238,2
239,1
240,2
241,2
242,1
243,2
244,2
245,1
246,1
247,2
248,1
249,2
250,1
251,2
252,6
253,3
254,4
255,6
256,4
257,3
258,6
259,7
260,3
261,5
262,6
263,3
264,3
265,9
266,3
267,3
268,3
269,4
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,2
278,1
279,1
280,1
281,1
282,1
283,2
284,1
285,1
286,1
287,1
288,5
289,5
290,5
291,8
292,7
293,6
294,6
295,7
296,5
297,6
298,5
299,5
300,4
301,7
302,5
303,6
304,5
305,6
306,2
307,1
308,1
309,2
310,1
311,1
312,2
313,2
314,1
315,2
316,2
317,1
318,1
319,3
320,1
321,1
322,1
323,2
324,2
325,1
326,1
327,2
328,2
329,2
330,3
331,4
332,2
333,2
334,3
335,2
336,2
337,4
338,2
339,2
340,1
341,2
342,2
343,1
344,1
345,2
346,2
347,1
348,2
349,2
350,1
351,2
352,2
353,1
354,1
355,4
356,1
357,1
358,1
359,1
360,2
361,1
362,1
363,2
364,1
365,1
366,2
367,2
368,1
369,2
370,2
371,1
372,1
373,3
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,2
386,1
387,1
388,1
389,1
390,1
391,2
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,2
415,1
416,1
417,3
418,2
419,1
420,2
421,3
422,1
423,2
424,3
425,1
426,1
427,5
428,2
429,1
430,1
431,2
432,2
433,1
434,1
435,2
436,2
437,1
438,2
439,2
440,1
441,2
442,2
443,1
444,1
445,3
446,1
447,1
448,1
449,2
450,2
451,1
452,1
453,2
454,2
455,1
456,2
457,2
458,1
459,2
460,2
461,1
462,1
463,4
464,1
465,1
466,1
467,2
468,1
469,1
470,1
471,1
472,1
473,1
474,2
475,2
476,1
477,1
478,1
479,1
480,1
481,2
482,1
483,1
484,1
485,1
486,2
487,1
488,1
489,2
490,1
491,1
492,2
493,2
494,1
495,2
496,2
497,1
498,1
499,3
500,1
501,1
502,1
503,2
504,2
505,1
506,1
507,2
508,1
509,1
510,2
511,2
512,1
513,2
514,2
515,1
516,1
517,3
518,1
519,1
520,1
521,2
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,2
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,2
554,1
555,1
556,1
557,1
558,2
559,1
560,1
561,1
562,1
563,1
564,2
565,2
566,1
567,1
568,2
569,1
570,1
571,2
572,1
573,1
574,1
575,2
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,2
584,1
585,1
586,2
587,1
588,1
589,2
590,1
591,1
592,1
593,1
594,2
595,1
596,1
597,1
598,1
599,1
600,1
601,2
602,1
603,1
604,1
605,1
606,1
607,2
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,2
620,1
621,1
622,1
623,1
624,1
625,2
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,2
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,2
656,1
657,1
658,2
659,1
660,1
661,2
662,1
663,1
664,1
665,1
666,3
667,1
668,1
669,2
670,2
671,1
672,2
673,3
674,1
675,2
676,3
677,1
678,1
679,3
680,1
681,1
682,1
683,2
684,2
685,1
686,1
687,1
688,1
689,1
690,2
691,2
692,1
693,1
694,2
695,1
696,1
697,2
698,1
699,1
700,1
701,1
702,2
703,1
704,1
705,1
706,1
707,1
708,2
709,2
710,1
711,2
712,2
713,1
714,1
715,2
716,1
717,1
718,1
719,1
720,2
721,1
722,1
723,2
724,1
725,1
726,2
727,2
728,1
729,1
730,2
731,1
